race_id,race_name,race_date,course,distance,surface,grade,horse_no,frame_no,horse_reg,horse_name,sex,birth_year,jockey,weight,career_starts,career_win_rate,jockey_win_rate,condition_aptitude,finish_position
536,レース0536,2025-12-10,東京,2000,TURF,未勝利,9,5,H0006452,ウマ6452,牝,2020,渡辺 美咲,57.0,27,0.152,0.172,0.753,7
536,レース0536,2025-12-10,東京,2000,TURF,未勝利,10,5,H0006453,ウマ6453,牝,2021,高橋 大輔,58.0,29,0.121,0.095,0.268,12
536,レース0536,2025-12-10,東京,2000,TURF,未勝利,11,6,H0006454,ウマ6454,セ,2021,田中 一郎,56.0,15,0.15,0.259,0.329,8
536,レース0536,2025-12-10,東京,2000,TURF,未勝利,12,6,H0006455,ウマ6455,セ,2022,加藤 楓,54.0,22,0.244,0.159,0.786,3
536,レース0536,2025-12-10,東京,2000,TURF,未勝利,13,7,H0006456,ウマ6456,牡,2022,佐藤 健,58.0,26,0.334,0.154,0.317,6
536,レース0536,2025-12-10,東京,2000,TURF,未勝利,14,7,H0006457,ウマ6457,セ,2021,中村 駿,55.0,12,0.16,0.087,0.471,11
537,レース0537,2025-04-26,東京,1400,DIRT,G2,1,1,H0006458,ウマ6458,セ,2022,田中 一郎,54.0,6,0.158,0.093,0.593,8
537,レース0537,2025-04-26,東京,1400,DIRT,G2,2,1,H0006459,ウマ6459,牝,2020,佐藤 健,55.0,15,0.184,0.126,0.357,12
537,レース0537,2025-04-26,東京,1400,DIRT,G2,3,2,H0006460,ウマ6460,牝,2020,加藤 楓,58.0,22,0.241,0.107,0.666,2
537,レース0537,2025-04-26,東京,1400,DIRT,G2,4,2,H0006461,ウマ6461,牡,2021,山本 陽,56.0,6,0.105,0.088,0.419,11
537,レース0537,2025-04-26,東京,1400,DIRT,G2,5,3,H0006462,ウマ6462,牡,2022,高橋 大輔,57.0,11,0.099,0.072,0.85,6
537,レース0537,2025-04-26,東京,1400,DIRT,G2,6,3,H0006463,ウマ6463,牝,2022,伊藤 翼,54.0,4,0.084,0.189,0.314,7
537,レース0537,2025-04-26,東京,1400,DIRT,G2,7,4,H0006464,ウマ6464,牡,2021,山本 陽,54.0,13,0.154,0.062,0.512,15
537,レース0537,2025-04-26,東京,1400,DIRT,G2,8,4,H0006465,ウマ6465,牡,2020,中村 駿,55.0,18,0.089,0.166,0.327,10
537,レース0537,2025-04-26,東京,1400,DIRT,G2,9,5,H0006466,ウマ6466,牝,2020,高橋 大輔,57.0,25,0.096,0.059,0.389,14
537,レース0537,2025-04-26,東京,1400,DIRT,G2,10,5,H0006467,ウマ6467,牝,2021,田中 一郎,58.0,19,0.259,0.144,0.378,13
537,レース0537,2025-04-26,東京,1400,DIRT,G2,11,6,H0006468,ウマ6468,牡,2021,山本 陽,54.0,15,0.322,0.166,0.666,3
537,レース0537,2025-04-26,東京,1400,DIRT,G2,12,6,H0006469,ウマ6469,牡,2022,中村 駿,55.0,13,0.168,0.137,0.604,4
537,レース0537,2025-04-26,東京,1400,DIRT,G2,13,7,H0006470,ウマ6470,セ,2021,加藤 楓,58.0,9,0.105,0.143,0.757,9
537,レース0537,2025-04-26,東京,1400,DIRT,G2,14,7,H0006471,ウマ6471,セ,2021,伊藤 翼,57.0,21,0.148,0.118,0.322,16
537,レース0537,2025-04-26,東京,1400,DIRT,G2,15,8,H0006472,ウマ6472,牡,2020,中村 駿,57.0,19,0.31,0.167,0.519,1
537,レース0537,2025-04-26,東京,1400,DIRT,G2,16,8,H0006473,ウマ6473,セ,2022,高橋 大輔,58.0,8,0.041,0.106,0.803,5
538,レース0538,2025-01-16,東京,1200,DIRT,OP,1,1,H0006474,ウマ6474,牡,2020,佐藤 健,57.0,13,0.186,0.088,0.392,7
538,レース0538,2025-01-16,東京,1200,DIRT,OP,2,1,H0006475,ウマ6475,牡,2022,小林 蓮,58.0,17,0.123,0.183,0.746,3
538,レース0538,2025-01-16,東京,1200,DIRT,OP,3,2,H0006476,ウマ6476,牝,2022,伊藤 翼,54.0,12,0.265,0.04,0.732,2
538,レース0538,2025-01-16,東京,1200,DIRT,OP,4,2,H0006477,ウマ6477,セ,2020,渡辺 美咲,54.0,22,0.242,0.165,0.294,8
538,レース0538,2025-01-16,東京,1200,DIRT,OP,5,3,H0006478,ウマ6478,牝,2021,伊藤 翼,57.0,30,0.236,0.082,0.614,6
538,レース0538,2025-01-16,東京,1200,DIRT,OP,6,3,H0006479,ウマ6479,牝,2020,伊藤 翼,56.0,21,0.135,0.164,0.782,4
538,レース0538,2025-01-16,東京,1200,DIRT,OP,7,4,H0006480,ウマ6480,セ,2022,伊藤 翼,54.0,3,0.169,0.172,0.352,1
538,レース0538,2025-01-16,東京,1200,DIRT,OP,8,4,H0006481,ウマ6481,セ,2021,佐藤 健,56.0,23,0.138,0.068,0.702,5
539,レース0539,2025-04-18,中山,1800,TURF,2勝,1,1,H0006482,ウマ6482,セ,2020,小林 蓮,55.0,15,0.19,0.187,0.408,8
539,レース0539,2025-04-18,中山,1800,TURF,2勝,2,1,H0006483,ウマ6483,牡,2020,高橋 大輔,56.0,6,0.11,0.162,0.486,10
539,レース0539,2025-04-18,中山,1800,TURF,2勝,3,2,H0006484,ウマ6484,牝,2020,中村 駿,57.0,14,0.22,0.175,0.289,11
539,レース0539,2025-04-18,中山,1800,TURF,2勝,4,2,H0006485,ウマ6485,牝,2022,高橋 大輔,54.0,16,0.187,0.112,0.695,3
539,レース0539,2025-04-18,中山,1800,TURF,2勝,5,3,H0006486,ウマ6486,セ,2020,鈴木 花子,58.0,21,0.179,0.132,0.602,9
539,レース0539,2025-04-18,中山,1800,TURF,2勝,6,3,H0006487,ウマ6487,セ,2022,高橋 大輔,57.0,14,0.212,0.152,0.777,5
539,レース0539,2025-04-18,中山,1800,TURF,2勝,7,4,H0006488,ウマ6488,セ,2021,佐藤 健,54.0,30,0.286,0.152,0.72,2
539,レース0539,2025-04-18,中山,1800,TURF,2勝,8,4,H0006489,ウマ6489,牝,2020,高橋 大輔,55.0,13,0.109,0.153,0.9,1
539,レース0539,2025-04-18,中山,1800,TURF,2勝,9,5,H0006490,ウマ6490,牡,2020,加藤 楓,55.0,7,0.259,0.108,0.434,6
539,レース0539,2025-04-18,中山,1800,TURF,2勝,10,5,H0006491,ウマ6491,牝,2022,高橋 大輔,54.0,4,0.209,0.2,0.699,7
539,レース0539,2025-04-18,中山,1800,TURF,2勝,11,6,H0006492,ウマ6492,牝,2020,小林 蓮,57.0,6,0.074,0.102,1.0,4
539,レース0539,2025-04-18,中山,1800,TURF,2勝,12,6,H0006493,ウマ6493,牡,2021,中村 駿,55.0,12,0.031,0.106,0.516,13
539,レース0539,2025-04-18,中山,1800,TURF,2勝,13,7,H0006494,ウマ6494,セ,2022,小林 蓮,57.0,13,0.095,0.118,0.43,12
540,レース0540,2025-04-13,東京,2000,DIRT,OP,1,1,H0006495,ウマ6495,牝,2022,小林 蓮,58.0,27,0.168,0.158,0.363,11
540,レース0540,2025-04-13,東京,2000,DIRT,OP,2,1,H0006496,ウマ6496,牡,2020,佐藤 健,58.0,8,0.318,0.175,0.618,2
540,レース0540,2025-04-13,東京,2000,DIRT,OP,3,2,H0006497,ウマ6497,牡,2022,佐藤 健,54.0,30,0.305,0.178,0.253,7
540,レース0540,2025-04-13,東京,2000,DIRT,OP,4,2,H0006498,ウマ6498,牝,2022,鈴木 花子,56.0,7,0.13,0.224,0.536,8
540,レース0540,2025-04-13,東京,2000,DIRT,OP,5,3,H0006499,ウマ6499,セ,2020,伊藤 翼,58.0,3,0.323,0.103,0.618,3
540,レース0540,2025-04-13,東京,2000,DIRT,OP,6,3,H0006500,ウマ6500,セ,2021,伊藤 翼,58.0,25,0.205,0.142,0.493,4
540,レース0540,2025-04-13,東京,2000,DIRT,OP,7,4,H0006501,ウマ6501,セ,2021,佐藤 健,57.0,14,0.148,0.062,0.833,1
540,レース0540,2025-04-13,東京,2000,DIRT,OP,8,4,H0006502,ウマ6502,牡,2022,佐藤 健,54.0,4,0.052,0.146,0.738,9
540,レース0540,2025-04-13,東京,2000,DIRT,OP,9,5,H0006503,ウマ6503,牝,2021,中村 駿,56.0,14,0.213,0.265,0.474,6
540,レース0540,2025-04-13,東京,2000,DIRT,OP,10,5,H0006504,ウマ6504,牡,2020,佐藤 健,55.0,8,0.084,0.22,0.508,10
540,レース0540,2025-04-13,東京,2000,DIRT,OP,11,6,H0006505,ウマ6505,牝,2021,高橋 大輔,54.0,9,0.165,0.16,0.604,5
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,1,1,H0006506,ウマ6506,セ,2020,小林 蓮,54.0,27,0.406,0.14,0.606,1
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,2,1,H0006507,ウマ6507,牡,2021,小林 蓮,58.0,16,0.276,0.051,0.961,2
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,3,2,H0006508,ウマ6508,牡,2021,高橋 大輔,54.0,5,0.145,0.112,0.482,6
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,4,2,H0006509,ウマ6509,牡,2021,佐藤 健,56.0,23,0.205,0.134,0.581,5
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,5,3,H0006510,ウマ6510,牝,2022,中村 駿,56.0,25,0.163,0.168,0.478,4
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,6,3,H0006511,ウマ6511,セ,2020,佐藤 健,55.0,17,0.169,0.138,0.318,10
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,7,4,H0006512,ウマ6512,牡,2022,山本 陽,55.0,3,0.144,0.142,0.24,8
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,8,4,H0006513,ウマ6513,牡,2021,中村 駿,58.0,22,0.26,0.206,0.609,3
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,9,5,H0006514,ウマ6514,牝,2021,伊藤 翼,56.0,9,0.245,0.162,0.291,7
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,10,5,H0006515,ウマ6515,牡,2020,佐藤 健,54.0,30,0.0,0.074,0.77,9
541,レース0541,2025-11-24,京都,2000,TURF,未勝利,11,6,H0006516,ウマ6516,牝,2022,鈴木 花子,55.0,5,0.148,0.107,0.425,11
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,1,1,H0006517,ウマ6517,セ,2022,伊藤 翼,56.0,11,0.289,0.11,0.626,2
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,2,1,H0006518,ウマ6518,セ,2021,中村 駿,56.0,27,0.229,0.043,0.642,5
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,3,2,H0006519,ウマ6519,牡,2020,渡辺 美咲,54.0,17,0.046,0.061,0.373,13
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,4,2,H0006520,ウマ6520,牝,2022,田中 一郎,54.0,18,0.402,0.182,0.779,1
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,5,3,H0006521,ウマ6521,牝,2021,中村 駿,58.0,6,0.236,0.143,0.425,11
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,6,3,H0006522,ウマ6522,牝,2021,佐藤 健,58.0,13,0.146,0.155,0.516,8
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,7,4,H0006523,ウマ6523,牝,2021,高橋 大輔,54.0,4,0.155,0.044,0.65,4
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,8,4,H0006524,ウマ6524,牡,2022,山本 陽,57.0,26,0.097,0.25,0.39,10
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,9,5,H0006525,ウマ6525,牡,2022,鈴木 花子,57.0,29,0.2,0.179,0.504,7
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,10,5,H0006526,ウマ6526,セ,2020,加藤 楓,58.0,24,0.198,0.061,0.372,6
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,11,6,H0006527,ウマ6527,牡,2022,加藤 楓,56.0,12,0.145,0.122,0.617,12
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,12,6,H0006528,ウマ6528,牡,2021,加藤 楓,56.0,6,0.128,0.03,0.464,14
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,13,7,H0006529,ウマ6529,セ,2021,佐藤 健,58.0,5,0.103,0.193,0.541,9
542,レース0542,2025-09-22,東京,2400,DIRT,未勝利,14,7,H0006530,ウマ6530,セ,2021,佐藤 健,57.0,12,0.228,0.03,0.631,3
543,レース0543,2025-06-14,中京,1600,TURF,3勝,1,1,H0006531,ウマ6531,牝,2021,高橋 大輔,56.0,23,0.359,0.03,0.852,1
543,レース0543,2025-06-14,中京,1600,TURF,3勝,2,1,H0006532,ウマ6532,牡,2022,伊藤 翼,57.0,13,0.267,0.171,0.583,4
543,レース0543,2025-06-14,中京,1600,TURF,3勝,3,2,H0006533,ウマ6533,セ,2022,加藤 楓,55.0,23,0.143,0.17,0.643,9
543,レース0543,2025-06-14,中京,1600,TURF,3勝,4,2,H0006534,ウマ6534,牡,2020,渡辺 美咲,54.0,22,0.181,0.171,0.513,10
543,レース0543,2025-06-14,中京,1600,TURF,3勝,5,3,H0006535,ウマ6535,セ,2020,佐藤 健,54.0,7,0.184,0.193,0.268,2
543,レース0543,2025-06-14,中京,1600,TURF,3勝,6,3,H0006536,ウマ6536,牝,2021,中村 駿,56.0,28,0.162,0.123,0.445,6
543,レース0543,2025-06-14,中京,1600,TURF,3勝,7,4,H0006537,ウマ6537,牡,2022,加藤 楓,57.0,8,0.157,0.122,0.65,5
543,レース0543,2025-06-14,中京,1600,TURF,3勝,8,4,H0006538,ウマ6538,牡,2022,田中 一郎,57.0,24,0.022,0.084,0.493,11
543,レース0543,2025-06-14,中京,1600,TURF,3勝,9,5,H0006539,ウマ6539,牝,2022,中村 駿,56.0,8,0.397,0.135,0.442,3
543,レース0543,2025-06-14,中京,1600,TURF,3勝,10,5,H0006540,ウマ6540,セ,2020,佐藤 健,56.0,5,0.091,0.068,0.803,7
543,レース0543,2025-06-14,中京,1600,TURF,3勝,11,6,H0006541,ウマ6541,セ,2020,中村 駿,56.0,26,0.196,0.174,0.584,8
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,1,1,H0006542,ウマ6542,牡,2020,鈴木 花子,57.0,11,0.222,0.067,0.664,11
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,2,1,H0006543,ウマ6543,セ,2021,佐藤 健,56.0,3,0.123,0.127,0.809,2
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,3,2,H0006544,ウマ6544,牡,2020,中村 駿,56.0,28,0.245,0.166,0.444,1
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,4,2,H0006545,ウマ6545,牝,2021,田中 一郎,58.0,7,0.324,0.114,0.364,6
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,5,3,H0006546,ウマ6546,牡,2021,加藤 楓,56.0,29,0.054,0.044,0.816,8
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,6,3,H0006547,ウマ6547,セ,2022,高橋 大輔,58.0,21,0.203,0.178,0.451,12
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,7,4,H0006548,ウマ6548,セ,2022,中村 駿,58.0,15,0.192,0.178,0.785,4
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,8,4,H0006549,ウマ6549,セ,2020,加藤 楓,56.0,14,0.07,0.128,0.699,5
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,9,5,H0006550,ウマ6550,牡,2022,高橋 大輔,55.0,26,0.233,0.121,0.702,10
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,10,5,H0006551,ウマ6551,牡,2022,小林 蓮,54.0,3,0.222,0.129,0.537,9
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,11,6,H0006552,ウマ6552,牡,2020,渡辺 美咲,56.0,4,0.398,0.101,0.576,3
544,レース0544,2025-08-02,阪神,2000,DIRT,OP,12,6,H0006553,ウマ6553,牡,2022,小林 蓮,57.0,18,0.231,0.194,0.556,7
545,レース0545,2025-09-12,中京,1200,TURF,3勝,1,1,H0006554,ウマ6554,牝,2021,佐藤 健,58.0,29,0.172,0.03,0.332,16
545,レース0545,2025-09-12,中京,1200,TURF,3勝,2,1,H0006555,ウマ6555,牝,2021,鈴木 花子,56.0,11,0.137,0.211,0.298,14
545,レース0545,2025-09-12,中京,1200,TURF,3勝,3,2,H0006556,ウマ6556,セ,2021,鈴木 花子,58.0,13,0.162,0.19,0.559,4
545,レース0545,2025-09-12,中京,1200,TURF,3勝,4,2,H0006557,ウマ6557,セ,2020,小林 蓮,58.0,23,0.151,0.082,0.46,13
545,レース0545,2025-09-12,中京,1200,TURF,3勝,5,3,H0006558,ウマ6558,セ,2021,田中 一郎,54.0,12,0.152,0.131,0.503,6
545,レース0545,2025-09-12,中京,1200,TURF,3勝,6,3,H0006559,ウマ6559,セ,2021,小林 蓮,58.0,27,0.125,0.038,0.502,10
545,レース0545,2025-09-12,中京,1200,TURF,3勝,7,4,H0006560,ウマ6560,セ,2022,佐藤 健,54.0,27,0.12,0.115,0.486,3
545,レース0545,2025-09-12,中京,1200,TURF,3勝,8,4,H0006561,ウマ6561,牝,2021,鈴木 花子,57.0,16,0.282,0.113,0.789,2
545,レース0545,2025-09-12,中京,1200,TURF,3勝,9,5,H0006562,ウマ6562,セ,2021,小林 蓮,56.0,20,0.322,0.085,0.818,1
545,レース0545,2025-09-12,中京,1200,TURF,3勝,10,5,H0006563,ウマ6563,牡,2022,鈴木 花子,56.0,6,0.128,0.173,0.516,8
545,レース0545,2025-09-12,中京,1200,TURF,3勝,11,6,H0006564,ウマ6564,牝,2020,伊藤 翼,56.0,5,0.142,0.217,0.464,5
545,レース0545,2025-09-12,中京,1200,TURF,3勝,12,6,H0006565,ウマ6565,牝,2022,高橋 大輔,58.0,11,0.217,0.116,0.399,11
545,レース0545,2025-09-12,中京,1200,TURF,3勝,13,7,H0006566,ウマ6566,牡,2020,田中 一郎,56.0,8,0.169,0.126,0.429,12
545,レース0545,2025-09-12,中京,1200,TURF,3勝,14,7,H0006567,ウマ6567,セ,2022,鈴木 花子,54.0,11,0.091,0.054,0.436,9
545,レース0545,2025-09-12,中京,1200,TURF,3勝,15,8,H0006568,ウマ6568,牡,2022,小林 蓮,55.0,28,0.159,0.149,0.585,7
545,レース0545,2025-09-12,中京,1200,TURF,3勝,16,8,H0006569,ウマ6569,牡,2022,伊藤 翼,57.0,7,0.156,0.166,0.003,15
546,レース0546,2025-03-09,中京,1400,TURF,G2,1,1,H0006570,ウマ6570,牝,2022,田中 一郎,55.0,19,0.071,0.096,0.799,9
546,レース0546,2025-03-09,中京,1400,TURF,G2,2,1,H0006571,ウマ6571,牝,2021,伊藤 翼,58.0,26,0.327,0.114,0.659,1
546,レース0546,2025-03-09,中京,1400,TURF,G2,3,2,H0006572,ウマ6572,牡,2022,伊藤 翼,55.0,24,0.195,0.157,0.809,4
546,レース0546,2025-03-09,中京,1400,TURF,G2,4,2,H0006573,ウマ6573,セ,2021,中村 駿,56.0,15,0.0,0.159,0.271,11
546,レース0546,2025-03-09,中京,1400,TURF,G2,5,3,H0006574,ウマ6574,セ,2020,山本 陽,54.0,17,0.301,0.065,0.648,5
546,レース0546,2025-03-09,中京,1400,TURF,G2,6,3,H0006575,ウマ6575,牡,2022,中村 駿,58.0,25,0.273,0.201,0.592,3
546,レース0546,2025-03-09,中京,1400,TURF,G2,7,4,H0006576,ウマ6576,牝,2021,高橋 大輔,56.0,21,0.042,0.135,0.887,7
546,レース0546,2025-03-09,中京,1400,TURF,G2,8,4,H0006577,ウマ6577,牡,2022,高橋 大輔,58.0,19,0.101,0.148,0.724,6
546,レース0546,2025-03-09,中京,1400,TURF,G2,9,5,H0006578,ウマ6578,牡,2022,伊藤 翼,58.0,11,0.107,0.122,0.394,10
546,レース0546,2025-03-09,中京,1400,TURF,G2,10,5,H0006579,ウマ6579,セ,2022,伊藤 翼,55.0,22,0.384,0.131,0.435,2
546,レース0546,2025-03-09,中京,1400,TURF,G2,11,6,H0006580,ウマ6580,牝,2022,田中 一郎,56.0,11,0.198,0.149,0.498,8
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,1,1,H0006581,ウマ6581,セ,2020,高橋 大輔,57.0,24,0.144,0.108,0.577,10
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,2,1,H0006582,ウマ6582,セ,2020,山本 陽,54.0,18,0.169,0.122,0.547,8
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,3,2,H0006583,ウマ6583,牝,2021,渡辺 美咲,55.0,9,0.088,0.118,0.233,12
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,4,2,H0006584,ウマ6584,牡,2020,加藤 楓,55.0,20,0.198,0.158,0.553,2
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,5,3,H0006585,ウマ6585,牡,2022,佐藤 健,58.0,10,0.28,0.172,0.674,1
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,6,3,H0006586,ウマ6586,牝,2020,中村 駿,56.0,30,0.392,0.144,0.637,3
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,7,4,H0006587,ウマ6587,セ,2022,山本 陽,54.0,11,0.238,0.142,0.294,7
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,8,4,H0006588,ウマ6588,牡,2020,佐藤 健,55.0,19,0.16,0.058,0.48,9
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,9,5,H0006589,ウマ6589,セ,2021,鈴木 花子,54.0,4,0.251,0.114,0.564,4
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,10,5,H0006590,ウマ6590,牡,2020,高橋 大輔,58.0,23,0.0,0.108,0.546,11
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,11,6,H0006591,ウマ6591,牝,2021,渡辺 美咲,55.0,29,0.211,0.246,0.45,5
547,レース0547,2025-04-16,阪神,1200,DIRT,2勝,12,6,H0006592,ウマ6592,セ,2020,伊藤 翼,55.0,19,0.046,0.113,0.735,6
548,レース0548,2025-11-11,京都,1400,DIRT,G3,1,1,H0006593,ウマ6593,牝,2022,田中 一郎,56.0,19,0.045,0.065,0.589,14
548,レース0548,2025-11-11,京都,1400,DIRT,G3,2,1,H0006594,ウマ6594,牡,2022,田中 一郎,56.0,27,0.24,0.163,1.0,1
548,レース0548,2025-11-11,京都,1400,DIRT,G3,3,2,H0006595,ウマ6595,セ,2021,小林 蓮,58.0,10,0.423,0.038,0.8,3
548,レース0548,2025-11-11,京都,1400,DIRT,G3,4,2,H0006596,ウマ6596,牝,2022,渡辺 美咲,57.0,21,0.223,0.21,0.467,7
548,レース0548,2025-11-11,京都,1400,DIRT,G3,5,3,H0006597,ウマ6597,牡,2020,高橋 大輔,56.0,13,0.0,0.117,0.829,8
548,レース0548,2025-11-11,京都,1400,DIRT,G3,6,3,H0006598,ウマ6598,セ,2020,佐藤 健,57.0,10,0.14,0.189,0.544,6
548,レース0548,2025-11-11,京都,1400,DIRT,G3,7,4,H0006599,ウマ6599,牡,2021,中村 駿,56.0,22,0.0,0.105,0.545,13
548,レース0548,2025-11-11,京都,1400,DIRT,G3,8,4,H0006600,ウマ6600,牡,2022,佐藤 健,57.0,17,0.0,0.121,0.28,15
548,レース0548,2025-11-11,京都,1400,DIRT,G3,9,5,H0006601,ウマ6601,セ,2021,佐藤 健,54.0,11,0.354,0.091,0.767,2
548,レース0548,2025-11-11,京都,1400,DIRT,G3,10,5,H0006602,ウマ6602,牡,2021,佐藤 健,58.0,27,0.281,0.031,0.456,12
548,レース0548,2025-11-11,京都,1400,DIRT,G3,11,6,H0006603,ウマ6603,牡,2021,田中 一郎,57.0,5,0.089,0.145,0.746,9
548,レース0548,2025-11-11,京都,1400,DIRT,G3,12,6,H0006604,ウマ6604,牝,2021,小林 蓮,56.0,30,0.076,0.163,0.653,11
548,レース0548,2025-11-11,京都,1400,DIRT,G3,13,7,H0006605,ウマ6605,牝,2021,山本 陽,57.0,28,0.161,0.166,0.838,4
548,レース0548,2025-11-11,京都,1400,DIRT,G3,14,7,H0006606,ウマ6606,牝,2020,中村 駿,54.0,18,0.302,0.083,0.418,5
548,レース0548,2025-11-11,京都,1400,DIRT,G3,15,8,H0006607,ウマ6607,牡,2021,山本 陽,54.0,30,0.104,0.086,0.707,10
549,レース0549,2025-04-10,中山,1200,TURF,OP,1,1,H0006608,ウマ6608,セ,2021,田中 一郎,54.0,28,0.062,0.175,0.703,8
549,レース0549,2025-04-10,中山,1200,TURF,OP,2,1,H0006609,ウマ6609,牡,2020,渡辺 美咲,58.0,11,0.222,0.196,0.874,1
549,レース0549,2025-04-10,中山,1200,TURF,OP,3,2,H0006610,ウマ6610,牡,2020,佐藤 健,55.0,25,0.238,0.156,0.874,3
549,レース0549,2025-04-10,中山,1200,TURF,OP,4,2,H0006611,ウマ6611,セ,2022,加藤 楓,58.0,6,0.035,0.091,0.856,7
549,レース0549,2025-04-10,中山,1200,TURF,OP,5,3,H0006612,ウマ6612,セ,2021,高橋 大輔,56.0,7,0.208,0.138,0.327,9
549,レース0549,2025-04-10,中山,1200,TURF,OP,6,3,H0006613,ウマ6613,セ,2020,加藤 楓,58.0,10,0.136,0.063,0.778,10
549,レース0549,2025-04-10,中山,1200,TURF,OP,7,4,H0006614,ウマ6614,牝,2020,山本 陽,58.0,6,0.307,0.187,0.362,6
549,レース0549,2025-04-10,中山,1200,TURF,OP,8,4,H0006615,ウマ6615,牡,2020,高橋 大輔,57.0,20,0.115,0.092,0.984,4
549,レース0549,2025-04-10,中山,1200,TURF,OP,9,5,H0006616,ウマ6616,牝,2022,中村 駿,54.0,18,0.223,0.176,0.619,2
549,レース0549,2025-04-10,中山,1200,TURF,OP,10,5,H0006617,ウマ6617,牝,2021,伊藤 翼,57.0,21,0.306,0.148,0.41,5
550,レース0550,2025-02-11,東京,1200,DIRT,G1,1,1,H0006618,ウマ6618,牝,2020,田中 一郎,55.0,26,0.0,0.128,0.658,6
550,レース0550,2025-02-11,東京,1200,DIRT,G1,2,1,H0006619,ウマ6619,牡,2020,田中 一郎,56.0,7,0.265,0.166,0.751,2
550,レース0550,2025-02-11,東京,1200,DIRT,G1,3,2,H0006620,ウマ6620,牝,2020,鈴木 花子,55.0,24,0.21,0.173,0.798,3
550,レース0550,2025-02-11,東京,1200,DIRT,G1,4,2,H0006621,ウマ6621,牡,2022,伊藤 翼,55.0,10,0.056,0.233,0.095,9
550,レース0550,2025-02-11,東京,1200,DIRT,G1,5,3,H0006622,ウマ6622,牡,2022,佐藤 健,57.0,16,0.198,0.111,0.833,1
550,レース0550,2025-02-11,東京,1200,DIRT,G1,6,3,H0006623,ウマ6623,牡,2022,山本 陽,57.0,19,0.033,0.15,0.604,5
550,レース0550,2025-02-11,東京,1200,DIRT,G1,7,4,H0006624,ウマ6624,牝,2021,渡辺 美咲,56.0,23,0.087,0.114,0.375,8
550,レース0550,2025-02-11,東京,1200,DIRT,G1,8,4,H0006625,ウマ6625,牡,2021,加藤 楓,57.0,16,0.242,0.107,0.554,4
550,レース0550,2025-02-11,東京,1200,DIRT,G1,9,5,H0006626,ウマ6626,セ,2021,中村 駿,57.0,28,0.148,0.143,0.312,7
551,レース0551,2025-08-16,中京,2000,TURF,G2,1,1,H0006627,ウマ6627,セ,2020,鈴木 花子,58.0,28,0.181,0.08,0.683,9
551,レース0551,2025-08-16,中京,2000,TURF,G2,2,1,H0006628,ウマ6628,牡,2022,佐藤 健,57.0,26,0.188,0.143,0.554,6
551,レース0551,2025-08-16,中京,2000,TURF,G2,3,2,H0006629,ウマ6629,牡,2020,佐藤 健,57.0,8,0.094,0.161,0.55,7
551,レース0551,2025-08-16,中京,2000,TURF,G2,4,2,H0006630,ウマ6630,牡,2022,佐藤 健,54.0,8,0.3,0.096,0.816,1
